sampleName	cellAnno	cellIden
human3_lib2.final_cell_0655	alpha	3
human3_lib2.final_cell_0656	alpha	3
human3_lib2.final_cell_0657	ductal	6
human3_lib2.final_cell_0658	alpha	3
human3_lib2.final_cell_0659	endothelial	7
human3_lib2.final_cell_0660	activated_stellate	2
human3_lib2.final_cell_0661	alpha	3
human3_lib2.final_cell_0662	alpha	3
human3_lib2.final_cell_0663	beta	4
human3_lib2.final_cell_0664	alpha	3
human3_lib2.final_cell_0665	beta	4
human3_lib2.final_cell_0666	alpha	3
human3_lib2.final_cell_0667	beta	4
human3_lib2.final_cell_0668	quiescent_stellate	12
human3_lib2.final_cell_0669	alpha	3
human3_lib2.final_cell_0670	ductal	6
human3_lib2.final_cell_0671	acinar	1
human3_lib2.final_cell_0672	beta	4
human3_lib2.final_cell_0673	mast	11
human3_lib2.final_cell_0674	acinar	1
human3_lib2.final_cell_0675	acinar	1
human3_lib2.final_cell_0676	beta	4
human3_lib2.final_cell_0677	beta	4
human3_lib2.final_cell_0678	beta	4
human3_lib2.final_cell_0679	alpha	3
human3_lib2.final_cell_0680	alpha	3
human3_lib2.final_cell_0681	activated_stellate	2
human3_lib2.final_cell_0682	alpha	3
human3_lib2.final_cell_0683	alpha	3
human3_lib2.final_cell_0684	acinar	1
human3_lib2.final_cell_0685	acinar	1
human3_lib2.final_cell_0686	ductal	6
human3_lib2.final_cell_0687	beta	4
human3_lib2.final_cell_0688	alpha	3
human3_lib2.final_cell_0689	acinar	1
human3_lib2.final_cell_0690	ductal	6
human3_lib2.final_cell_0691	beta	4
human3_lib2.final_cell_0692	alpha	3
human3_lib2.final_cell_0693	ductal	6
human3_lib2.final_cell_0694	alpha	3
human3_lib2.final_cell_0695	ductal	6
human3_lib2.final_cell_0696	alpha	3
human3_lib2.final_cell_0697	activated_stellate	2
human3_lib2.final_cell_0698	ductal	6
human3_lib2.final_cell_0699	beta	4
human3_lib2.final_cell_0700	alpha	3
human3_lib2.final_cell_0701	quiescent_stellate	12
human3_lib2.final_cell_0702	delta	5
human3_lib2.final_cell_0703	beta	4
human3_lib2.final_cell_0704	alpha	3
human3_lib2.final_cell_0705	ductal	6
human3_lib2.final_cell_0706	alpha	3
human3_lib2.final_cell_0707	alpha	3
human3_lib2.final_cell_0708	beta	4
human3_lib2.final_cell_0709	alpha	3
human3_lib2.final_cell_0710	acinar	1
human3_lib2.final_cell_0711	alpha	3
human3_lib2.final_cell_0712	quiescent_stellate	12
human3_lib2.final_cell_0713	ductal	6
human3_lib2.final_cell_0714	alpha	3
human3_lib2.final_cell_0715	ductal	6
human3_lib2.final_cell_0716	activated_stellate	2
human3_lib2.final_cell_0717	alpha	3
human3_lib2.final_cell_0718	beta	4
human3_lib2.final_cell_0719	alpha	3
human3_lib2.final_cell_0720	acinar	1
human3_lib2.final_cell_0721	acinar	1
human3_lib2.final_cell_0722	alpha	3
human3_lib2.final_cell_0723	alpha	3
human3_lib2.final_cell_0724	alpha	3
human3_lib2.final_cell_0725	ductal	6
human3_lib2.final_cell_0726	beta	4
human3_lib2.final_cell_0727	alpha	3
human3_lib2.final_cell_0728	acinar	1
human3_lib2.final_cell_0729	activated_stellate	2
human3_lib2.final_cell_0730	alpha	3
human3_lib2.final_cell_0731	beta	4
human3_lib2.final_cell_0732	alpha	3
human3_lib2.final_cell_0733	beta	4
human3_lib2.final_cell_0734	beta	4
human3_lib2.final_cell_0735	beta	4
human3_lib2.final_cell_0736	alpha	3
human3_lib2.final_cell_0737	macrophage	10
human3_lib2.final_cell_0738	ductal	6
human3_lib2.final_cell_0739	alpha	3
human3_lib2.final_cell_0740	beta	4
human3_lib2.final_cell_0741	alpha	3
human3_lib2.final_cell_0742	beta	4
human3_lib2.final_cell_0743	ductal	6
human3_lib2.final_cell_0744	alpha	3
human3_lib2.final_cell_0745	alpha	3
human3_lib2.final_cell_0746	alpha	3
human3_lib2.final_cell_0747	alpha	3
human3_lib2.final_cell_0748	alpha	3
human3_lib2.final_cell_0749	beta	4
human3_lib2.final_cell_0750	alpha	3
human3_lib2.final_cell_0751	beta	4
human3_lib2.final_cell_0752	ductal	6
human3_lib2.final_cell_0753	ductal	6
human3_lib2.final_cell_0754	ductal	6
human3_lib2.final_cell_0755	alpha	3
human3_lib2.final_cell_0756	ductal	6
human3_lib2.final_cell_0757	activated_stellate	2
human3_lib2.final_cell_0758	alpha	3
human3_lib2.final_cell_0759	beta	4
human3_lib2.final_cell_0760	activated_stellate	2
human3_lib2.final_cell_0761	alpha	3
human3_lib2.final_cell_0762	acinar	1
human3_lib2.final_cell_0763	acinar	1
human3_lib2.final_cell_0764	alpha	3
human3_lib2.final_cell_0765	delta	5
human3_lib2.final_cell_0766	endothelial	7
human3_lib2.final_cell_0767	quiescent_stellate	12
human3_lib2.final_cell_0768	beta	4
human3_lib2.final_cell_0769	beta	4
human3_lib2.final_cell_0770	alpha	3
human3_lib2.final_cell_0771	activated_stellate	2
human3_lib2.final_cell_0772	alpha	3
human3_lib2.final_cell_0773	beta	4
human3_lib2.final_cell_0774	acinar	1
human3_lib2.final_cell_0775	alpha	3
human3_lib2.final_cell_0776	delta	5
human3_lib2.final_cell_0777	acinar	1
human3_lib2.final_cell_0778	quiescent_stellate	12
human3_lib2.final_cell_0779	beta	4
human3_lib2.final_cell_0780	alpha	3
human3_lib2.final_cell_0781	alpha	3
human3_lib2.final_cell_0782	ductal	6
human3_lib2.final_cell_0783	alpha	3
human3_lib2.final_cell_0784	alpha	3
human3_lib2.final_cell_0785	alpha	3
human3_lib2.final_cell_0786	alpha	3
human3_lib2.final_cell_0787	alpha	3
human3_lib2.final_cell_0788	gamma	9
human3_lib2.final_cell_0789	alpha	3
human3_lib2.final_cell_0790	beta	4
human3_lib2.final_cell_0791	beta	4
human3_lib2.final_cell_0792	delta	5
human3_lib2.final_cell_0793	alpha	3
human3_lib2.final_cell_0794	activated_stellate	2
human3_lib2.final_cell_0795	alpha	3
human3_lib2.final_cell_0796	quiescent_stellate	12
human3_lib2.final_cell_0797	beta	4
human3_lib2.final_cell_0798	mast	11
human3_lib2.final_cell_0799	alpha	3
human3_lib2.final_cell_0800	acinar	1
human3_lib2.final_cell_0801	alpha	3
human3_lib2.final_cell_0802	alpha	3
human3_lib2.final_cell_0803	endothelial	7
human3_lib2.final_cell_0804	beta	4
human3_lib2.final_cell_0805	macrophage	10
human3_lib2.final_cell_0806	ductal	6
human3_lib2.final_cell_0807	beta	4
human3_lib2.final_cell_0808	beta	4
human3_lib2.final_cell_0809	beta	4
human3_lib2.final_cell_0810	alpha	3
human3_lib2.final_cell_0811	beta	4
human3_lib2.final_cell_0812	alpha	3
human3_lib2.final_cell_0813	mast	11
human3_lib2.final_cell_0814	alpha	3
human3_lib2.final_cell_0815	alpha	3
human3_lib2.final_cell_0816	beta	4
human3_lib2.final_cell_0817	endothelial	7
human3_lib2.final_cell_0818	acinar	1
human3_lib2.final_cell_0819	endothelial	7
human3_lib2.final_cell_0820	beta	4
human3_lib2.final_cell_0821	beta	4
human3_lib2.final_cell_0822	alpha	3
human3_lib2.final_cell_0823	quiescent_stellate	12
human3_lib2.final_cell_0824	ductal	6
human3_lib2.final_cell_0825	ductal	6
human3_lib2.final_cell_0826	beta	4
human3_lib2.final_cell_0827	beta	4
human3_lib2.final_cell_0828	alpha	3
human3_lib2.final_cell_0829	beta	4
human3_lib2.final_cell_0830	beta	4
human3_lib2.final_cell_0831	beta	4
human3_lib2.final_cell_0832	quiescent_stellate	12
human3_lib2.final_cell_0833	quiescent_stellate	12
human3_lib2.final_cell_0834	beta	4
human3_lib2.final_cell_0835	alpha	3
human3_lib2.final_cell_0836	delta	5
human3_lib2.final_cell_0837	alpha	3
human3_lib2.final_cell_0838	ductal	6
human3_lib2.final_cell_0839	acinar	1
human3_lib2.final_cell_0840	alpha	3
human3_lib2.final_cell_0841	alpha	3
human3_lib2.final_cell_0842	alpha	3
human3_lib2.final_cell_0843	quiescent_stellate	12
human3_lib2.final_cell_0844	alpha	3
human3_lib2.final_cell_0845	beta	4
human3_lib2.final_cell_0846	endothelial	7
human3_lib2.final_cell_0847	activated_stellate	2
human3_lib2.final_cell_0848	alpha	3
human3_lib2.final_cell_0849	alpha	3
human3_lib2.final_cell_0850	beta	4
human3_lib2.final_cell_0851	alpha	3
human3_lib2.final_cell_0852	beta	4
human3_lib2.final_cell_0853	beta	4
human3_lib2.final_cell_0854	alpha	3
human3_lib2.final_cell_0855	ductal	6
human3_lib2.final_cell_0856	endothelial	7
human3_lib2.final_cell_0857	endothelial	7
human3_lib2.final_cell_0858	endothelial	7
human3_lib2.final_cell_0859	beta	4
human3_lib2.final_cell_0860	beta	4
human3_lib2.final_cell_0861	quiescent_stellate	12
human3_lib2.final_cell_0862	beta	4
human3_lib2.final_cell_0863	beta	4
human3_lib2.final_cell_0864	beta	4
human3_lib2.final_cell_0865	beta	4
human3_lib2.final_cell_0866	ductal	6
human3_lib2.final_cell_0867	beta	4
human3_lib2.final_cell_0868	ductal	6
human3_lib2.final_cell_0869	endothelial	7
human3_lib2.final_cell_0870	endothelial	7
human3_lib2.final_cell_0871	alpha	3
human3_lib2.final_cell_0872	beta	4
human3_lib2.final_cell_0873	activated_stellate	2
human3_lib2.final_cell_0874	beta	4
human3_lib2.final_cell_0875	alpha	3
human3_lib3.final_cell_0001	acinar	1
human3_lib3.final_cell_0002	acinar	1
human3_lib3.final_cell_0003	acinar	1
human3_lib3.final_cell_0004	acinar	1
human3_lib3.final_cell_0005	acinar	1
human3_lib3.final_cell_0006	acinar	1
human3_lib3.final_cell_0007	acinar	1
human3_lib3.final_cell_0008	acinar	1
human3_lib3.final_cell_0009	acinar	1
human3_lib3.final_cell_0010	acinar	1
human3_lib3.final_cell_0011	acinar	1
human3_lib3.final_cell_0012	acinar	1
human3_lib3.final_cell_0013	acinar	1
human3_lib3.final_cell_0014	acinar	1
human3_lib3.final_cell_0015	acinar	1
human3_lib3.final_cell_0016	acinar	1
human3_lib3.final_cell_0017	acinar	1
human3_lib3.final_cell_0018	acinar	1
human3_lib3.final_cell_0019	acinar	1
human3_lib3.final_cell_0020	acinar	1
human3_lib3.final_cell_0021	acinar	1
human3_lib3.final_cell_0022	acinar	1
human3_lib3.final_cell_0023	acinar	1
human3_lib3.final_cell_0024	acinar	1
human3_lib3.final_cell_0025	acinar	1
human3_lib3.final_cell_0026	acinar	1
human3_lib3.final_cell_0027	acinar	1
human3_lib3.final_cell_0028	acinar	1
human3_lib3.final_cell_0029	acinar	1
human3_lib3.final_cell_0030	acinar	1
human3_lib3.final_cell_0031	acinar	1
human3_lib3.final_cell_0032	alpha	3
human3_lib3.final_cell_0033	acinar	1
human3_lib3.final_cell_0034	delta	5
human3_lib3.final_cell_0035	acinar	1
human3_lib3.final_cell_0036	acinar	1
human3_lib3.final_cell_0037	acinar	1
human3_lib3.final_cell_0038	acinar	1
human3_lib3.final_cell_0039	acinar	1
human3_lib3.final_cell_0040	acinar	1
human3_lib3.final_cell_0041	acinar	1
human3_lib3.final_cell_0042	acinar	1
human3_lib3.final_cell_0043	acinar	1
human3_lib3.final_cell_0044	acinar	1
human3_lib3.final_cell_0045	acinar	1
human3_lib3.final_cell_0046	acinar	1
human3_lib3.final_cell_0047	acinar	1
human3_lib3.final_cell_0048	acinar	1
human3_lib3.final_cell_0049	acinar	1
human3_lib3.final_cell_0050	acinar	1
human3_lib3.final_cell_0051	acinar	1
human3_lib3.final_cell_0052	beta	4
human3_lib3.final_cell_0053	acinar	1
human3_lib3.final_cell_0054	beta	4
human3_lib3.final_cell_0055	acinar	1
human3_lib3.final_cell_0056	acinar	1
human3_lib3.final_cell_0057	acinar	1
human3_lib3.final_cell_0058	acinar	1
human3_lib3.final_cell_0059	acinar	1
human3_lib3.final_cell_0060	acinar	1
human3_lib3.final_cell_0061	acinar	1
human3_lib3.final_cell_0062	acinar	1
human3_lib3.final_cell_0063	acinar	1
human3_lib3.final_cell_0064	acinar	1
human3_lib3.final_cell_0065	acinar	1
human3_lib3.final_cell_0066	acinar	1
human3_lib3.final_cell_0067	acinar	1
human3_lib3.final_cell_0068	acinar	1
human3_lib3.final_cell_0069	acinar	1
human3_lib3.final_cell_0070	acinar	1
human3_lib3.final_cell_0071	acinar	1
human3_lib3.final_cell_0072	acinar	1
human3_lib3.final_cell_0073	acinar	1
human3_lib3.final_cell_0074	acinar	1
human3_lib3.final_cell_0075	acinar	1
human3_lib3.final_cell_0076	acinar	1
human3_lib3.final_cell_0077	acinar	1
human3_lib3.final_cell_0078	acinar	1
human3_lib3.final_cell_0079	acinar	1
human3_lib3.final_cell_0080	acinar	1
human3_lib3.final_cell_0081	acinar	1
human3_lib3.final_cell_0082	acinar	1
human3_lib3.final_cell_0083	ductal	6
human3_lib3.final_cell_0084	acinar	1
human3_lib3.final_cell_0085	acinar	1
human3_lib3.final_cell_0086	beta	4
human3_lib3.final_cell_0087	beta	4
human3_lib3.final_cell_0088	acinar	1
human3_lib3.final_cell_0089	acinar	1
human3_lib3.final_cell_0090	acinar	1
human3_lib3.final_cell_0091	delta	5
human3_lib3.final_cell_0092	acinar	1
human3_lib3.final_cell_0093	beta	4
human3_lib3.final_cell_0094	acinar	1
human3_lib3.final_cell_0095	acinar	1
human3_lib3.final_cell_0096	acinar	1
human3_lib3.final_cell_0097	alpha	3
human3_lib3.final_cell_0098	acinar	1
human3_lib3.final_cell_0099	acinar	1
human3_lib3.final_cell_0100	acinar	1
human3_lib3.final_cell_0101	acinar	1
human3_lib3.final_cell_0102	delta	5
human3_lib3.final_cell_0103	acinar	1
human3_lib3.final_cell_0104	alpha	3
human3_lib3.final_cell_0105	beta	4
human3_lib3.final_cell_0106	acinar	1
human3_lib3.final_cell_0107	beta	4
human3_lib3.final_cell_0108	beta	4
human3_lib3.final_cell_0109	acinar	1
human3_lib3.final_cell_0110	ductal	6
human3_lib3.final_cell_0111	acinar	1
human3_lib3.final_cell_0112	beta	4
human3_lib3.final_cell_0113	acinar	1
human3_lib3.final_cell_0114	alpha	3
human3_lib3.final_cell_0115	alpha	3
human3_lib3.final_cell_0116	alpha	3
human3_lib3.final_cell_0117	activated_stellate	2
human3_lib3.final_cell_0118	acinar	1
human3_lib3.final_cell_0119	acinar	1
human3_lib3.final_cell_0120	acinar	1
human3_lib3.final_cell_0121	beta	4
human3_lib3.final_cell_0122	acinar	1
human3_lib3.final_cell_0123	acinar	1
human3_lib3.final_cell_0124	beta	4
human3_lib3.final_cell_0125	alpha	3
human3_lib3.final_cell_0126	acinar	1
human3_lib3.final_cell_0127	alpha	3
human3_lib3.final_cell_0128	acinar	1
human3_lib3.final_cell_0129	acinar	1
human3_lib3.final_cell_0130	alpha	3
human3_lib3.final_cell_0131	beta	4
human3_lib3.final_cell_0132	acinar	1
human3_lib3.final_cell_0133	alpha	3
human3_lib3.final_cell_0134	activated_stellate	2
human3_lib3.final_cell_0135	acinar	1
human3_lib3.final_cell_0136	beta	4
human3_lib3.final_cell_0137	beta	4
human3_lib3.final_cell_0138	beta	4
human3_lib3.final_cell_0139	acinar	1
human3_lib3.final_cell_0140	beta	4
human3_lib3.final_cell_0141	beta	4
human3_lib3.final_cell_0142	beta	4
human3_lib3.final_cell_0143	acinar	1
human3_lib3.final_cell_0144	acinar	1
human3_lib3.final_cell_0145	acinar	1
human3_lib3.final_cell_0146	endothelial	7
human3_lib3.final_cell_0147	alpha	3
human3_lib3.final_cell_0148	beta	4
human3_lib3.final_cell_0149	delta	5
human3_lib3.final_cell_0150	beta	4
human3_lib3.final_cell_0151	beta	4
human3_lib3.final_cell_0152	acinar	1
human3_lib3.final_cell_0153	beta	4
human3_lib3.final_cell_0154	activated_stellate	2
human3_lib3.final_cell_0155	acinar	1
human3_lib3.final_cell_0156	acinar	1
human3_lib3.final_cell_0157	acinar	1
human3_lib3.final_cell_0158	alpha	3
human3_lib3.final_cell_0159	delta	5
human3_lib3.final_cell_0160	acinar	1
human3_lib3.final_cell_0161	beta	4
human3_lib3.final_cell_0162	acinar	1
human3_lib3.final_cell_0163	acinar	1
human3_lib3.final_cell_0164	acinar	1
human3_lib3.final_cell_0165	beta	4
human3_lib3.final_cell_0166	acinar	1
human3_lib3.final_cell_0167	beta	4
human3_lib3.final_cell_0168	acinar	1
human3_lib3.final_cell_0169	beta	4
human3_lib3.final_cell_0170	acinar	1
human3_lib3.final_cell_0171	alpha	3
human3_lib3.final_cell_0172	ductal	6
human3_lib3.final_cell_0173	acinar	1
human3_lib3.final_cell_0174	acinar	1
human3_lib3.final_cell_0175	activated_stellate	2
human3_lib3.final_cell_0176	acinar	1
human3_lib3.final_cell_0177	acinar	1
human3_lib3.final_cell_0178	beta	4
human3_lib3.final_cell_0179	acinar	1
human3_lib3.final_cell_0180	acinar	1
human3_lib3.final_cell_0181	beta	4
human3_lib3.final_cell_0182	activated_stellate	2
human3_lib3.final_cell_0183	alpha	3
human3_lib3.final_cell_0184	beta	4
human3_lib3.final_cell_0185	beta	4
human3_lib3.final_cell_0186	acinar	1
human3_lib3.final_cell_0187	beta	4
human3_lib3.final_cell_0188	acinar	1
human3_lib3.final_cell_0189	alpha	3
human3_lib3.final_cell_0190	beta	4
human3_lib3.final_cell_0191	acinar	1
human3_lib3.final_cell_0192	acinar	1
human3_lib3.final_cell_0193	beta	4
human3_lib3.final_cell_0194	acinar	1
human3_lib3.final_cell_0195	acinar	1
human3_lib3.final_cell_0196	alpha	3
human3_lib3.final_cell_0197	beta	4
human3_lib3.final_cell_0198	acinar	1
human3_lib3.final_cell_0199	beta	4
human3_lib3.final_cell_0200	beta	4
human3_lib3.final_cell_0201	acinar	1
human3_lib3.final_cell_0202	beta	4
human3_lib3.final_cell_0203	acinar	1
human3_lib3.final_cell_0204	acinar	1
human3_lib3.final_cell_0205	acinar	1
human3_lib3.final_cell_0206	beta	4
human3_lib3.final_cell_0207	acinar	1
human3_lib3.final_cell_0208	acinar	1
human3_lib3.final_cell_0209	beta	4
human3_lib3.final_cell_0210	beta	4
human3_lib3.final_cell_0211	delta	5
human3_lib3.final_cell_0212	alpha	3
human3_lib3.final_cell_0213	endothelial	7
human3_lib3.final_cell_0214	acinar	1
human3_lib3.final_cell_0215	beta	4
human3_lib3.final_cell_0216	alpha	3
human3_lib3.final_cell_0217	alpha	3
human3_lib3.final_cell_0218	beta	4
human3_lib3.final_cell_0219	alpha	3
human3_lib3.final_cell_0220	acinar	1
human3_lib3.final_cell_0221	acinar	1
human3_lib3.final_cell_0222	alpha	3
human3_lib3.final_cell_0223	acinar	1
human3_lib3.final_cell_0224	ductal	6
human3_lib3.final_cell_0225	beta	4
human3_lib3.final_cell_0226	acinar	1
human3_lib3.final_cell_0227	acinar	1
human3_lib3.final_cell_0228	acinar	1
human3_lib3.final_cell_0229	acinar	1
human3_lib3.final_cell_0230	ductal	6
human3_lib3.final_cell_0231	acinar	1
human3_lib3.final_cell_0232	beta	4
human3_lib3.final_cell_0233	acinar	1
human3_lib3.final_cell_0234	alpha	3
human3_lib3.final_cell_0235	acinar	1
human3_lib3.final_cell_0236	beta	4
human3_lib3.final_cell_0237	gamma	9
human3_lib3.final_cell_0238	beta	4
human3_lib3.final_cell_0239	beta	4
human3_lib3.final_cell_0240	alpha	3
human3_lib3.final_cell_0241	acinar	1
human3_lib3.final_cell_0242	alpha	3
human3_lib3.final_cell_0243	acinar	1
human3_lib3.final_cell_0244	ductal	6
human3_lib3.final_cell_0245	alpha	3
human3_lib3.final_cell_0246	beta	4
human3_lib3.final_cell_0247	beta	4
human3_lib3.final_cell_0248	beta	4
human3_lib3.final_cell_0249	beta	4
human3_lib3.final_cell_0250	ductal	6
human3_lib3.final_cell_0251	beta	4
human3_lib3.final_cell_0252	ductal	6
human3_lib3.final_cell_0253	beta	4
human3_lib3.final_cell_0254	beta	4
human3_lib3.final_cell_0255	ductal	6
human3_lib3.final_cell_0256	beta	4
human3_lib3.final_cell_0257	beta	4
human3_lib3.final_cell_0258	acinar	1
human3_lib3.final_cell_0259	beta	4
human3_lib3.final_cell_0260	beta	4
human3_lib3.final_cell_0261	alpha	3
human3_lib3.final_cell_0262	acinar	1
human3_lib3.final_cell_0263	beta	4
human3_lib3.final_cell_0264	delta	5
human3_lib3.final_cell_0265	activated_stellate	2
human3_lib3.final_cell_0266	acinar	1
human3_lib3.final_cell_0267	ductal	6
human3_lib3.final_cell_0268	acinar	1
human3_lib3.final_cell_0269	beta	4
human3_lib3.final_cell_0270	beta	4
human3_lib3.final_cell_0271	ductal	6
human3_lib3.final_cell_0272	acinar	1
human3_lib3.final_cell_0273	alpha	3
human3_lib3.final_cell_0274	delta	5
human3_lib3.final_cell_0275	beta	4
human3_lib3.final_cell_0276	acinar	1
human3_lib3.final_cell_0277	alpha	3
human3_lib3.final_cell_0278	ductal	6
human3_lib3.final_cell_0279	beta	4
human3_lib3.final_cell_0280	alpha	3
human3_lib3.final_cell_0281	alpha	3
human3_lib3.final_cell_0282	beta	4
human3_lib3.final_cell_0283	activated_stellate	2
human3_lib3.final_cell_0284	acinar	1
human3_lib3.final_cell_0285	delta	5
human3_lib3.final_cell_0286	beta	4
human3_lib3.final_cell_0287	alpha	3
human3_lib3.final_cell_0288	ductal	6
human3_lib3.final_cell_0289	acinar	1
human3_lib3.final_cell_0290	ductal	6
human3_lib3.final_cell_0291	alpha	3
human3_lib3.final_cell_0292	endothelial	7
human3_lib3.final_cell_0293	acinar	1
human3_lib3.final_cell_0294	alpha	3
human3_lib3.final_cell_0295	alpha	3
human3_lib3.final_cell_0296	acinar	1
human3_lib3.final_cell_0297	beta	4
human3_lib3.final_cell_0298	beta	4
human3_lib3.final_cell_0299	ductal	6
human3_lib3.final_cell_0300	ductal	6
human3_lib3.final_cell_0301	acinar	1
human3_lib3.final_cell_0302	ductal	6
human3_lib3.final_cell_0303	delta	5
human3_lib3.final_cell_0304	beta	4
human3_lib3.final_cell_0305	delta	5
human3_lib3.final_cell_0306	acinar	1
human3_lib3.final_cell_0307	delta	5
human3_lib3.final_cell_0308	alpha	3
human3_lib3.final_cell_0309	alpha	3
human3_lib3.final_cell_0310	beta	4
human3_lib3.final_cell_0311	endothelial	7
human3_lib3.final_cell_0312	ductal	6
human3_lib3.final_cell_0313	beta	4
human3_lib3.final_cell_0314	beta	4
human3_lib3.final_cell_0315	alpha	3
human3_lib3.final_cell_0316	acinar	1
human3_lib3.final_cell_0317	alpha	3
human3_lib3.final_cell_0318	delta	5
human3_lib3.final_cell_0319	alpha	3
human3_lib3.final_cell_0320	alpha	3
human3_lib3.final_cell_0321	beta	4
human3_lib3.final_cell_0322	ductal	6
human3_lib3.final_cell_0323	beta	4
human3_lib3.final_cell_0324	macrophage	10
human3_lib3.final_cell_0325	alpha	3
human3_lib3.final_cell_0326	delta	5
human3_lib3.final_cell_0327	ductal	6
human3_lib3.final_cell_0328	beta	4
human3_lib3.final_cell_0329	ductal	6
human3_lib3.final_cell_0330	alpha	3
human3_lib3.final_cell_0331	delta	5
